image_name,role,ground_truth,defect_type,image_score,image_threshold,pixel_low_threshold,pixel_high_threshold,min_region_area,spatial_sigma,strong_peak,region_mean,region_area,old_verdict,new_verdict,old_local_fail,new_local_fail,old_reason,inference_ms,old_segmentation_ms,new_segmentation_ms,regions,old_iou,new_iou,old_precision,new_precision,old_recall,new_recall,raw_peak_in_defect
Image_25789.jpg,calibration,GOOD,good,0.4723314666748047,0.6373954391479493,57.91242727279665,62.90890884399414,1,0.8,,,0,PASS,PASS,False,False,Score: 0.4723 (threshold: 0.6374),674.7418999439105,0.3614000743255019,2.4754999903962016,[],,,,,,,
Image_25793.jpg,calibration,GOOD,good,0.5892531967163086,0.6373954391479493,57.91242727279665,62.90890884399414,1,0.8,,,0,PASS,PASS,False,False,Score: 0.5893 (threshold: 0.6374),654.1751000331715,0.2671000547707081,2.156200003810227,[],,,,,,,
Image_28362.jpg,calibration,GOOD,good,0.48074390411376955,0.6373954391479493,57.91242727279665,62.90890884399414,1,0.8,,,0,PASS,PASS,False,False,Score: 0.4807 (threshold: 0.6374),670.3904999885708,0.4135000053793192,2.1468999329954386,[],,,,,,,
Image_28369.jpg,calibration,GOOD,good,0.4922654724121094,0.6373954391479493,57.91242727279665,62.90890884399414,1,0.8,,,0,PASS,PASS,False,False,Score: 0.4923 (threshold: 0.6374),664.757400052622,0.2440001117065549,2.074599964544177,[],,,,,,,
Image_28373.jpg,calibration,GOOD,good,0.5101707077026367,0.6373954391479493,57.91242727279665,62.90890884399414,1,0.8,,,0,PASS,PASS,False,False,Score: 0.5102 (threshold: 0.6374),625.7553000468761,0.3215000033378601,2.0888999570161104,[],,,,,,,
Image_28377.jpg,calibration,GOOD,good,0.48334426879882814,0.6373954391479493,57.91242727279665,62.90890884399414,1,0.8,,,0,PASS,PASS,False,False,Score: 0.4833 (threshold: 0.6374),663.442200049758,0.27059996500611305,2.1522000897675753,[],,,,,,,
Image_28405.jpg,calibration,GOOD,good,0.4664562225341797,0.6373954391479493,57.91242727279665,62.90890884399414,1,0.8,,,0,PASS,PASS,False,False,Score: 0.4665 (threshold: 0.6374),638.3440000936389,0.2584999892860651,2.8572999872267246,[],,,,,,,
Image_28409.jpg,calibration,GOOD,good,0.47396804809570314,0.6373954391479493,57.91242727279665,62.90890884399414,1,0.8,,,0,PASS,PASS,False,False,Score: 0.4740 (threshold: 0.6374),698.2346998993307,0.40280004031956196,2.2175998892635107,[],,,,,,,
Image_28411.jpg,calibration,GOOD,good,0.4909716796875,0.6373954391479493,57.91242727279665,62.90890884399414,1,0.8,,,0,PASS,PASS,False,False,Score: 0.4910 (threshold: 0.6374),672.769199940376,0.37420005537569523,2.2176000056788325,[],,,,,,,
Image_28416.jpg,calibration,GOOD,good,0.5143769073486328,0.6373954391479493,57.91242727279665,62.90890884399414,1,0.8,,,0,PASS,PASS,False,False,Score: 0.5144 (threshold: 0.6374),635.2578001096845,0.328000052832067,2.1303000394254923,[],,,,,,,
Image_28419.jpg,calibration,GOOD,good,0.6371330261230469,0.6373954391479493,57.91242727279665,62.90890884399414,1,0.8,,,0,PASS,PASS,False,False,Score: 0.6371 (threshold: 0.6374),655.2991999778897,0.3867000341415405,2.2049000253900886,[],,,,,,,
Image_28427.jpg,calibration,GOOD,good,0.4840916442871094,0.6373954391479493,57.91242727279665,62.90890884399414,1,0.8,,,0,PASS,PASS,False,False,Score: 0.4841 (threshold: 0.6374),694.871100015007,0.34659996163100004,2.09500000346452,[],,,,,,,
Image_28433.jpg,calibration,GOOD,good,0.5072427749633789,0.6373954391479493,57.91242727279665,62.90890884399414,1,0.8,,,0,PASS,PASS,False,False,Score: 0.5072 (threshold: 0.6374),632.8122999984771,0.39109995122998953,2.3502999683842063,[],,,,,,,
Image_28442.jpg,calibration,GOOD,good,0.5574181365966797,0.6373954391479493,57.91242727279665,62.90890884399414,1,0.8,,,0,PASS,PASS,False,False,Score: 0.5574 (threshold: 0.6374),661.7895000381395,0.4116001073271036,2.239600056782365,[],,,,,,,
Image_28443.jpg,calibration,GOOD,good,0.5341495895385742,0.6373954391479493,57.91242727279665,62.90890884399414,1,0.8,,,0,PASS,PASS,False,False,Score: 0.5341 (threshold: 0.6374),639.0823000110686,0.38760004099458456,2.519400091841817,[],,,,,,,
